% BSU Number ;% Gene_Name ;% number messenger  ;number protein;promoter_efficiency  (1/s);messenger degradation (1/s);rbs_eficiency (1/s);protein degradation (1/s)
BSU23250;ribH;8.1482;2004.3957;0.042596;0.0052277;0.12163;0.00049444
BSU23260;ribA;7.333;648.755;0.042108;0.0057423;0.043744;0.00049444
BSU23270;ribE;7.8303;52.7776;0.051213;0.0065404;0.0033327;0.00049444
BSU23280;ribD;7.0392;41.0045;0.051111;0.0072609;0.0028802;0.00049444
BSU23290;ypuE;0.21691;4.9574;0.0017039;0.0078554;0.0113;0.00049444
BSU23300;ypuD;0.1422;4.711;0.0027038;0.019014;0.016381;0.00049444
BSU23310;sipS;1.996;797.3683;0.017741;0.0088883;0.19752;0.00049444
BSU23320;ypzC;0.011716;0.13496;0.00036253;0.030943;0.0056957;0.00049444
BSU23330;ypuC;0.19739;26.6653;0.002622;0.013283;0.066793;0.00049444
BSU23340;ypuB;0.090283;1.4685;0.0016638;0.018429;0.0080425;0.00049444
BSU23350;ypzD;0.01645;0.43596;0.00011567;0.0070314;0.013104;0.00049444
BSU23360;ppiB;8.9519;3669.9427;0.012961;0.0014479;0.2027;0.00049444
BSU23370;ypuA;2.9587;133.6521;0.0052371;0.0017701;0.022336;0.00049444
BSU23380;lysA;7.2741;1032.3742;0.060483;0.0083148;0.070174;0.00049444
BSU23390;spoVAF;0.24667;1.7666;0.0014695;0.0059572;0.0035411;0.00049444
BSU23400;spoVAE;0.1158;11.6112;0.00020061;0.0017324;0.049577;0.00049444
BSU23410;spoVAD;0.014724;0.40646;0.00010694;0.0072629;0.01365;0.00049444
BSU23420;spoVAC;0.015727;0.10602;8.2201e-05;0.0052267;0.0033331;0.00049444
BSU23430;spoVAB;0.6831;29.4559;0.003111;0.0045542;0.021321;0.00049444
BSU23440;spoVAA;0.01309;0.59917;3.6123e-05;0.0027596;0.022633;0.00049444
BSU23450;sigF;0.30695;18.4397;0.00069006;0.0022481;0.029704;0.00049444
BSU23460;spoIIAB;0.49851;2.2502;0.001248;0.0025035;0.0022318;0.00049444
BSU23470;spoIIAA;0.74429;9.0613;0.0017306;0.0023251;0.0060196;0.00049444
BSU23480;dacF;0.035686;0.82145;0.00020457;0.0057325;0.011382;0.00049444
BSU23490;punA;3.0979;1105.4747;0.015694;0.005066;0.17644;0.00049444
BSU23500;drm;5.3657;301.5476;0.027941;0.0052073;0.027787;0.00049444
BSU23510;ripX;3.2355;124.2104;0.030639;0.0094695;0.018981;0.00049444
BSU23520;fur;0.95697;28.241;0.012063;0.012606;0.014591;0.00049444
BSU23530;spoIIM;0.034791;0.41333;0.00045937;0.013204;0.0058742;0.00049444
BSU23540;yqkK;0.63545;87.5139;0.00091763;0.0014441;0.068094;0.00049444
BSU23550;mleA;2.0744;364.6698;0.0069272;0.0033394;0.086921;0.00049444
BSU23560;mleN;1.9465;324.9205;0.0089583;0.0046023;0.082537;0.00049444
BSU23570;ansB;1.1133;2884.0222;0.0062814;0.0056424;1.2809;0.00049444
BSU23580;ansA;1.2271;3237.4686;0.0075672;0.0061666;1.3045;0.00049444
BSU23590;ansR;0.27022;2.7464;0.0052077;0.019272;0.0050254;0.00049444
BSU23600;yqxK;1.5101;96.2986;0.004838;0.0032037;0.03153;0.00049444
BSU23610;nudF;2.383;153.4033;0.0072295;0.0030338;0.03183;0.00049444
BSU23620;yqkF;3.138;149.9004;0.0088699;0.0028266;0.023619;0.00049444
BSU23630;yqkE;0.2448;27.1564;0.0018145;0.007412;0.05485;0.00049444
BSU23640;yqkD;0.45531;36.8531;0.0042397;0.0093117;0.040021;0.00049444
BSU23650;yqkC;6.6671;162.2841;0.034155;0.005123;0.012035;0.00049444
BSU23660;yqkB;12.0791;429.2669;0.084053;0.0069585;0.017572;0.00049444
BSU23670;yqkA;4.7915;370.3127;0.030209;0.0063048;0.038213;0.00049444
BSU23680;yqjZ;5.5163;358.778;0.033905;0.0061463;0.032158;0.00049444
BSU23690;yqjY;6.1161;1733.8742;0.035544;0.0058116;0.14017;0.00049444
BSU23700;yqjX;0.12908;2.9713;0.0019947;0.015454;0.011382;0.00049444
BSU23710;yqjW;0.035834;0.33813;6.3114e-05;0.0017613;0.0046655;0.00049444
BSU23720;yqzH;0.77372;35.1042;0.0046605;0.0060236;0.022433;0.00049444
BSU23730;yqjV;0.68413;237.7638;0.019479;0.028473;0.17184;0.00049444
BSU23740;yqjU;0.49782;40.5726;0.014001;0.028125;0.040298;0.00049444
BSU23750;yqjT;2.5109;91.2876;0.018365;0.0073141;0.017976;0.00049444
BSU23760;coaA;4.512;25.917;0.036164;0.008015;0.0028401;0.00049444
BSU23770;dsdA;1.8253;95.147;0.015691;0.0085961;0.025774;0.00049444
BSU23780;yqjQ;2.4506;106.7357;0.022433;0.0091543;0.021536;0.00049444
BSU23790;yqjP;1.4195;19.8866;0.015142;0.010667;0.006927;0.00049444
BSU23800;proI;1.0421;58.4077;0.013536;0.012989;0.027713;0.00049444
BSU23810;yqjN;1.8037;10.0604;0.0070746;0.0039223;0.0027579;0.00049444
BSU23820;yqjM;0.38018;11.0407;0.00054901;0.0014441;0.014359;0.00049444
BSU23830;yqjL;0.90065;39.6357;0.0060263;0.006691;0.021759;0.00049444
BSU23840;yqjK;1.1834;105.6488;0.011691;0.0098792;0.044141;0.00049444
BSU23850;zwf;11.2863;1740.8674;0.10443;0.0092528;0.076266;0.00049444
BSU23860;yqjI;25.809;4628.3801;0.12526;0.0048533;0.08867;0.00049444
BSU23870;yqjH;0.64311;39.5198;0.0098647;0.015339;0.030384;0.00049444
BSU23880;yqzJ;0.89633;28.2288;0.016576;0.018493;0.015572;0.00049444
BSU23890;yqjG;1.4133;22.4189;0.0058284;0.004124;0.0078433;0.00049444
BSU23900;yqjF;0.11756;15.0179;0.00068373;0.005816;0.063163;0.00049444
BSU23910;yqjE;5.9824;1384.4533;0.025359;0.004239;0.11442;0.00049444
BSU23920;yqjD;7.2057;505.1193;0.023007;0.0031929;0.034661;0.00049444
BSU23930;yqjC;0.16529;3.9766;0.0015135;0.0091568;0.011896;0.00049444
BSU23940;yqjB;0.20262;1.485;0.0020777;0.010254;0.0036237;0.00049444
BSU23950;yqjA;1.0866;37.047;0.018774;0.017278;0.016858;0.00049444
BSU23960;yqiZ;13.7569;158.4715;0.14492;0.010534;0.0056957;0.00049444
BSU23970;yqiY;11.0852;983.5484;0.13074;0.011794;0.04387;0.00049444
BSU23980;yqiX;13.5869;80.3026;0.14518;0.010686;0.0029223;0.00049444
BSU23990;yqiW;1.8549;307.0172;0.0057078;0.0030772;0.08184;0.00049444
BSU24000;bmrU;0.61815;135.3722;0.0046687;0.0075528;0.10828;0.00049444
BSU24010;bmr;0.77538;72.6842;0.0035312;0.0045542;0.046349;0.00049444
BSU24020;bmrR;0.3851;2.0087;0.0027855;0.0072332;0.002579;0.00049444
BSU24030;bkdB;3.497;1148.3474;0.015993;0.0045732;0.16236;0.00049444
BSU24040;bkdAB;4.8446;681.0617;0.027092;0.0055921;0.069509;0.00049444
BSU24050;bkdAA;4.9133;490.5056;0.027904;0.0056793;0.049361;0.00049444
BSU24060;lpdV;3.1588;155.1563;0.020672;0.0065442;0.024287;0.00049444
BSU24070;buk;2.5567;164.9478;0.018795;0.0073514;0.0319;0.00049444
BSU24080;bcd;3.558;736.1085;0.030778;0.0086505;0.10229;0.00049444
BSU24090;ptb;2.8095;522.1587;0.02408;0.0085711;0.091896;0.00049444
BSU24100;bkdR;1.6162;21.3555;0.015714;0.009723;0.0065333;0.00049444
BSU24110;yqzF;2.6187;1164.8352;0.017672;0.0067485;0.21994;0.00049444
BSU24120;yqiQ;0.095228;1.236;0.00066739;0.0070083;0.0064175;0.00049444
BSU24130;mmgE;0.032007;6.5697;7.0582e-05;0.0022052;0.10149;0.00049444
BSU24140;mmgD;0.030547;0.36169;0.0001293;0.0042327;0.0058544;0.00049444
BSU24150;mmgC;0.012371;0.18706;2.8905e-05;0.0023366;0.0074766;0.00049444
BSU24160;mmgB;0.0095618;1.069;1.7668e-05;0.0018478;0.055277;0.00049444
BSU24170;mmgA;0.0078307;0.0531;1.1986e-05;0.0015307;0.0033528;0.00049444
BSU24180;yqiK;0.53801;6.8637;0.0026871;0.0049945;0.006308;0.00049444
BSU24190;yqiI;0.10784;3.0606;0.00048782;0.0045237;0.014033;0.00049444
BSU24200;yqiH;0.51802;6.6326;0.00074805;0.0014441;0.0063307;0.00049444
BSU24210;yqiG;0.7385;159.0444;0.0048245;0.0065328;0.10648;0.00049444
BSU24220;spo0A;3.9736;143.4688;0.05991;0.015077;0.017852;0.00049444
BSU24230;spoIVB;0.075892;0.72321;0.00018467;0.0024333;0.0047118;0.00049444
BSU24240;recN;2.4721;102.1769;0.019777;0.0080001;0.020436;0.00049444
BSU24250;ahrC;7.754;499.5567;0.071808;0.0092607;0.031855;0.00049444
BSU24260;yqxC;7.3514;35.0441;0.074333;0.010111;0.002357;0.00049444
BSU24270;dxs;10.2476;194.851;0.1016;0.0099149;0.0094015;0.00049444
BSU24280;yqiD;4.7022;86.9844;0.041417;0.0088081;0.0091466;0.00049444
BSU24290;yqiC;4.5329;527.2684;0.04403;0.0097134;0.057514;0.00049444
BSU24300;yqiB;3.8562;145.6639;0.040056;0.010387;0.018677;0.00049444
BSU24310;folD;8.2388;3628.1026;0.037088;0.0045016;0.21774;0.00049444
BSU24320;nusB;22.3893;1297.8251;0.065085;0.002907;0.028661;0.00049444
BSU24330;yqhY;7.3343;164.0237;0.039359;0.0053664;0.011058;0.00049444
BSU24340;accC;16.8598;2314.338;0.089232;0.0052926;0.067872;0.00049444
BSU24350;accB;19.3195;1158.2196;0.096951;0.0050183;0.029642;0.00049444
BSU24360;spoIIIAH;0.054211;1.2304;0.00016425;0.0030299;0.011222;0.00049444
BSU24370;spoIIIAG;0.022;1.7774;0.00012346;0.0056118;0.039946;0.00049444
BSU24380;spoIIIAF;0.042422;4.1811;9.809e-05;0.0023122;0.048732;0.00049444
BSU24390;spoIIIAE;0.032972;1.4626;0.00018604;0.0056422;0.021933;0.00049444
BSU24400;spoIIIAD;0.013622;0.88288;2.5481e-05;0.0018706;0.032047;0.00049444
BSU24410;spoIIIAC;0.044518;0.61157;0.00024086;0.0054104;0.0067924;0.00049444
BSU24420;spoIIIAB;0.029234;2.5928;0.00025245;0.0086355;0.043853;0.00049444
BSU24430;spoIIIAA;0.032486;4.4385;0.00012542;0.0038607;0.067554;0.00049444
BSU24440;yqhV;0.021011;1.3108;0.00021534;0.010249;0.030846;0.00049444
BSU24450;efp;4.6108;2344.7574;0.01581;0.003429;0.25144;0.00049444
BSU24460;yqhT;14.0363;116.8541;0.043543;0.0031022;0.0041163;0.00049444
BSU24470;yqhS;10.6261;247.9238;0.023041;0.0021684;0.011536;0.00049444
BSU24480;yqhR;0.087693;0.83262;0.00078731;0.008978;0.0046946;0.00049444
BSU24490;yqhQ;1.101;12.1931;0.013607;0.012359;0.0054758;0.00049444
BSU24500;yqhP;1.6115;26.012;0.016847;0.010454;0.007981;0.00049444
BSU24510;yqhO;0.076388;5.2185;0.0008885;0.011631;0.033779;0.00049444
BSU24520;mntR;1.9089;307.3522;0.016266;0.0085211;0.079611;0.00049444
BSU24530;yqhM;4.4092;250.6681;0.033208;0.0075316;0.02811;0.00049444
BSU24540;yqhL;1.683;811;0.020369;0.012103;0.23826;0.00049444
BSU24550;gcvPB;8.7;234.9639;0.027464;0.0031567;0.013354;0.00049444
BSU24560;gcvPA;10.1864;109.5528;0.035407;0.0034759;0.0053176;0.00049444
BSU24570;gcvT;6.0099;218.6851;0.020825;0.0034651;0.017991;0.00049444
BSU24580;yqhH;0.041589;3.5002;0.00040104;0.0096429;0.041613;0.00049444
BSU24590;yqhG;0.27887;46.6497;0.00068033;0.0024396;0.082712;0.00049444
BSU24600;sinI;0.49724;9.2873;0.0017422;0.0035038;0.0092351;0.00049444
BSU24610;sinR;0.6646;153.9347;0.0025696;0.0038665;0.11452;0.00049444
BSU24620;tasA;18.5922;214.1575;0.056028;0.0030135;0.0056953;0.00049444
BSU24630;sipW;5.956;91.2017;0.10275;0.017251;0.0075712;0.00049444
BSU24640;yqxM;2.5664;71.1466;0.056415;0.021982;0.013707;0.00049444
BSU24650;yqzG;0.060791;1.3434;0.0013915;0.022891;0.010927;0.00049444
BSU24660;yqzE;1.1658;57.6102;0.0016835;0.0014441;0.024433;0.00049444
BSU24670;comGG;3.9301;22.0637;0.007551;0.0019213;0.0027758;0.00049444
BSU24680;comGF;7.0111;4609.4245;0.043499;0.0062043;0.32507;0.00049444
BSU24690;comGE;5.9741;160.7688;0.0094216;0.0015771;0.013306;0.00049444
BSU24700;comGD;4.9582;624.6799;0.0071599;0.0014441;0.062294;0.00049444
BSU24710;comGC;4.3455;2.6565;0.016616;0.0038237;0.00030227;0.00049444
BSU24720;comGB;4.592;67.3343;0.027948;0.0060862;0.0072503;0.00049444
BSU24730;comGA;3.7068;108.2896;0.01239;0.0033425;0.014445;0.00049444
BSU24740;yqxL;0.41396;21.7767;0.0059414;0.014353;0.026011;0.00049444
BSU24750;yqhB;0.28249;42.2801;0.0033941;0.012015;0.074002;0.00049444
BSU24760;yqhA;0.99633;17.8738;0.015475;0.015532;0.0088702;0.00049444
BSU24770;yqgZ;14.772;5758.5229;0.10217;0.0069166;0.19275;0.00049444
BSU24780;yqgY;5.6797;21.4391;0.083702;0.014737;0.0018664;0.00049444
BSU24790;yqgX;3.81;517.7713;0.0061621;0.0016173;0.067193;0.00049444
BSU24800;yqgW;6.0817;191.5371;0.063031;0.010364;0.015572;0.00049444
BSU24810;yqgV;2.5257;177.692;0.016496;0.0065313;0.034786;0.00049444
BSU24820;yqgU;3.5804;45.8109;0.028051;0.0078347;0.0063264;0.00049444
BSU24830;yqgT;3.5447;314.5054;0.023258;0.0065615;0.04387;0.00049444
BSU24840;yqgS;8.2201;76.2664;0.08814;0.010723;0.0045875;0.00049444
BSU24850;glcK;3.1734;50.855;0.044984;0.014176;0.0079237;0.00049444
BSU24860;yqgQ;3.513;160.2781;0.060066;0.017098;0.022559;0.00049444
BSU24870;yqgP;0.97163;264.1736;0.022403;0.023057;0.13443;0.00049444
BSU24880;yqgO;3.0162;463.558;0.0052372;0.0017363;0.07599;0.00049444
BSU24890;yqgN;1.7541;770.3174;0.0031546;0.0017984;0.21713;0.00049444
BSU24900;rpmGA;63.0431;6213.4473;0.096263;0.0015269;0.048732;0.00049444
BSU24910;yqgM;0.74669;48.9855;0.0070939;0.0095004;0.032437;0.00049444
BSU24920;yqgL;0.48105;68.1623;0.0047419;0.0098574;0.07006;0.00049444
BSU24930;yqzD;7.2385;568.8076;0.030835;0.0042598;0.038854;0.00049444
BSU24940;yqzC;2.3911;302.2139;0.0089821;0.0037565;0.062494;0.00049444
BSU24950;pstBB;0.012531;1.3408;9.4863e-05;0.00757;0.052904;0.00049444
BSU24960;pstBA;0.060886;1.5404;0.00024368;0.0040023;0.012509;0.00049444
BSU24970;pstA;0.02846;0.53459;7.741e-05;0.00272;0.0092876;0.00049444
BSU24980;pstC;0.016869;0.32758;0.00011643;0.0069018;0.0096017;0.00049444
BSU24990;pstS;0.016569;0.36475;6.2339e-05;0.0037624;0.010885;0.00049444
BSU25000;pbpA;3.1997;49.4047;0.051974;0.016244;0.0076345;0.00049444
BSU25010;yqgE;0.066923;1.5037;0.00043611;0.0065165;0.01111;0.00049444
BSU25020;sodA;33.7298;5944.8556;0.048708;0.0014441;0.087146;0.00049444
BSU25030;yqgC;6.6694;702.0547;0.025318;0.0037962;0.052048;0.00049444
BSU25040;yqgB;0.90671;27.9783;0.011104;0.012247;0.015257;0.00049444
BSU25050;yqgA;29.9137;3488.6431;0.089685;0.0029981;0.057664;0.00049444
BSU25060;yqfZ;0.65991;16.1116;0.018282;0.027704;0.012072;0.00049444
BSU25070;yqfY;1.5571;657.1387;0.014828;0.0095233;0.20867;0.00049444
BSU25080;yqfX;0.051764;2.3877;0.00055202;0.010664;0.022808;0.00049444
BSU25090;yqfW;1.7731;1173.3779;0.010603;0.0059798;0.32721;0.00049444
BSU25100;zur;0.98848;193.2172;0.007616;0.0077048;0.096649;0.00049444
BSU25110;yqfU;2.0127;23.9122;0.014564;0.0072359;0.0058742;0.00049444
BSU25120;yqfT;0.092645;3.154;0.00019447;0.0020991;0.016833;0.00049444
BSU25130;yqfS;6.5683;305.4993;0.11595;0.017653;0.022997;0.00049444
BSU25140;yqfR;2.7524;285.2333;0.074958;0.027234;0.051239;0.00049444
BSU25150;yqfQ;0.010348;1.2928;9.3224e-05;0.0090088;0.061771;0.00049444
BSU25160;yqfP;1.5683;222.3157;0.018838;0.012012;0.070092;0.00049444
BSU25170;yqfO;2.1557;109.4764;0.015707;0.0072862;0.025111;0.00049444
BSU25180;yqfN;4.67;210.4037;0.03679;0.007878;0.022277;0.00049444
BSU25190;cccA;0.93259;89.8916;0.012502;0.013406;0.047659;0.00049444
BSU25200;sigA;10.5947;832.6837;0.05244;0.0049497;0.038861;0.00049444
BSU25210;dnaG;15.5415;357.7491;0.088787;0.0057129;0.011382;0.00049444
BSU25220;antE;0.4386;6.597;0.0035631;0.0081238;0.0074369;0.00049444
BSU25230;yqxD;11.1668;44.5846;0.06806;0.0060948;0.0019741;0.00049444
BSU25240;yqfL;6.3946;333.0661;0.030611;0.004787;0.025753;0.00049444
BSU25250;yqzB;5.9937;74.1679;0.029263;0.0048824;0.0061184;0.00049444
BSU25260;glyS;7.7215;1410.7094;0.064752;0.0083859;0.090334;0.00049444
BSU25270;glyQ;7.3365;1175.8961;0.067376;0.0091836;0.079249;0.00049444
BSU25280;recO;7.4091;196.3444;0.083575;0.01128;0.013103;0.00049444
BSU25290;era;10.9873;118.3451;0.12855;0.0117;0.0053257;0.00049444
BSU25300;cdd;13.5362;120.5666;0.12977;0.009587;0.004404;0.00049444
BSU25310;dgkA;4.3544;69.5461;0.034925;0.0080207;0.007897;0.00049444
BSU25320;yqfG;3.2666;316.3125;0.025138;0.0076954;0.047878;0.00049444
BSU25330;yqfF;3.5927;359.8118;0.026619;0.0074093;0.049519;0.00049444
BSU25340;phoH;6.7025;140.0275;0.028031;0.0041821;0.01033;0.00049444
BSU25350;yqfD;0.3968;7.9551;0.0015274;0.0038494;0.0099128;0.00049444
BSU25360;yqfC;0.26146;5.0973;0.0010444;0.0039944;0.0096395;0.00049444
BSU25370;yqfB;10.4237;741.8778;0.032334;0.003102;0.035191;0.00049444
BSU25380;yqfA;10.5033;1505.446;0.042444;0.004041;0.070869;0.00049444
BSU25390;yqeZ;7.4365;468.8207;0.043068;0.0057914;0.031171;0.00049444
BSU25400;yqeY;8.713;457.4475;0.012582;0.0014441;0.025959;0.00049444
BSU25410;rpsU;21.6864;1564.284;0.031316;0.0014441;0.035665;0.00049444
BSU25420;yqeW;0.068825;5.6672;0.00091607;0.01331;0.040713;0.00049444
BSU25430;yqeV;5.3568;362.4484;0.076225;0.01423;0.033455;0.00049444
BSU25440;yqeU;5.0541;111.6935;0.078888;0.015609;0.010927;0.00049444
BSU25450;yqeT;7.0561;251.9048;0.089937;0.012746;0.017652;0.00049444
BSU25460;dnaJ;13.2622;453.3676;0.097928;0.007384;0.016903;0.00049444
BSU25470;dnaK;28.1801;11774.4635;0.090302;0.0032045;0.20659;0.00049444
BSU25480;grpE;33.2445;1158.7468;0.10275;0.0030909;0.017234;0.00049444
BSU25490;hrcA;7.583;1207.7202;0.068858;0.0090806;0.078749;0.00049444
BSU25500;hemN;1.6856;108.5968;0.017069;0.010126;0.031855;0.00049444
BSU25510;lepA;4.3845;529.4488;0.049234;0.011229;0.059707;0.00049444
BSU25520;yqxA;0.095386;2.6366;0.00019861;0.0020821;0.013667;0.00049444
BSU25530;spoIIP;0.098562;12.1942;0.00047536;0.004823;0.061173;0.00049444
BSU25540;gpr;0.11527;0.083701;0.00074707;0.0064808;0.00035902;0.00049444
BSU25550;rpsT;1.0549;7905.7368;0.0015233;0.0014441;3.7055;0.00049444
BSU25560;yqeN;1.0758;110.0423;0.0093048;0.0086488;0.050574;0.00049444
BSU25570;comEC;0.61779;8.332;0.032357;0.052375;0.0066684;0.00049444
BSU25580;comEB;1.2781;5.269;0.013272;0.010384;0.0020384;0.00049444
BSU25590;comEA;0.85851;34.0176;0.0051975;0.0060541;0.019592;0.00049444
BSU25600;comER;0.063543;0.27391;0.00075566;0.011892;0.0021314;0.00049444
BSU25610;yqeM;6.2711;150.5232;0.067063;0.010694;0.011868;0.00049444
BSU25620;yqeL;5.9459;907.7279;0.068266;0.011481;0.075484;0.00049444
BSU25630;yqeK;4.318;158.3185;0.057734;0.013371;0.018129;0.00049444
BSU25640;yqeJ;7.1646;67.6526;0.11933;0.016655;0.0046688;0.00049444
BSU25650;yqeI;7.9401;1575.5719;0.12545;0.015799;0.098113;0.00049444
BSU25660;aroD;12.4673;195.7498;0.18215;0.014611;0.0077633;0.00049444
BSU25670;yqeH;9.3262;368.1387;0.17255;0.018501;0.019518;0.00049444
BSU25680;yqeG;5.553;242.0271;0.11128;0.02004;0.02155;0.00049444
BSU25690;sda;5.2826;1098.8294;0.16696;0.031606;0.10285;0.00049444
BSU25700;yqeF;0.36972;13.8809;0.0030998;0.0083841;0.018563;0.00049444
BSU25710;cwlH;0.010969;0.32417;2.0246e-05;0.0018457;0.014612;0.00049444
BSU25720;yqeD;0.20354;13.2588;0.0038161;0.018748;0.032208;0.00049444
BSU25730;yqeC;0.048791;1.0782;0.00064575;0.013235;0.010927;0.00049444
BSU25740;yqeB;1.848;7.6202;0.011436;0.0061884;0.0020389;0.00049444
BSU25750;nucB;0.14723;2.0841;0.0015938;0.010826;0.0069993;0.00049444
BSU25760;spoIVCB;0.062875;1.4512;0.00134;0.021312;0.011412;0.00049444
BSU25770;spoIVCA;0.27507;1.0435;0.0033678;0.012244;0.0018758;0.00049444
BSU25780;arsC;0.3893;44.5036;0.0019553;0.0050225;0.056523;0.00049444
BSU25790;arsB;0.50432;21.3641;0.0038399;0.0076141;0.020946;0.00049444
BSU25800;yqcK;0.22453;3.9137;0.0011761;0.0052383;0.0086184;0.00049444
BSU25810;arsR;0.40343;6.9257;0.0027667;0.0068581;0.0084882;0.00049444
BSU25820;yqcI;0.0052871;1.6705;1.0193e-05;0.001928;0.15623;0.00049444
BSU25830;rapE;0.34191;1.42;0.0025401;0.0074291;0.0020535;0.00049444
BSU25840;phrE;13.2266;639.5538;0.035822;0.0027083;0.023908;0.00049444
BSU25850;yqzI;0.48935;6.1475;0.00091129;0.0018622;0.0062115;0.00049444
BSU25860;yqcG;2.6002;25.1344;0.018147;0.0069792;0.0047795;0.00049444
BSU25870;yqcF;2.0108;279.4999;0.017128;0.0085178;0.068727;0.00049444
BSU25880;yqxJ;0.86281;10.0065;0.0076195;0.008831;0.0057344;0.00049444
BSU25890;yqxI;1.8815;139.3114;0.01331;0.0070741;0.036611;0.00049444
BSU25900;cwlA;0.04423;2.3033;0.0011458;0.025905;0.025749;0.00049444
BSU25910;yqxH;0.021463;1.3346;3.3545e-05;0.0015629;0.030746;0.00049444
BSU25920;yqxG;0.022398;1.0742;0.00025471;0.011372;0.023713;0.00049444
BSU25930;yqcE;0.017423;0.35585;2.8859e-05;0.0016564;0.010099;0.00049444
BSU25940;yqcD;0.0078244;0.46937;2.7748e-05;0.0035463;0.029661;0.00049444
BSU25950;yqcC;0.10198;2.5543;0.00014727;0.0014441;0.012384;0.00049444
BSU25960;yqcB;0.0082105;0.65648;3.5689e-05;0.0043468;0.039533;0.00049444
BSU25970;yqcA;0.073052;9.0856;0.00010624;0.0014542;0.061495;0.00049444
BSU25980;yqbT;0.026661;4.9674;4.1701e-05;0.0015641;0.092123;0.00049444
BSU25990;yqbS;0.0094176;0.62611;1.61e-05;0.0017095;0.032872;0.00049444
BSU26000;yqbR;0.0067463;0.31773;1.9813e-05;0.0029368;0.023287;0.00049444
BSU26010;yqbQ;0.010471;2.134;3.6082e-05;0.0034459;0.10077;0.00049444
BSU26020;yqbP;0.068255;42.5767;9.8565e-05;0.0014441;0.30843;0.00049444
BSU26030;yqbO;0.28323;3.6375;0.00040899;0.0014441;0.0063501;0.00049444
BSU26040;yqbN;0.0052343;0.22026;1.293e-05;0.0024702;0.020806;0.00049444
BSU26050;yqdB;1.3185;202.642;0.051397;0.03898;0.07599;0.00049444
BSU26060;yqbM;0.046042;4.1522;0.00036928;0.0080204;0.04459;0.00049444
BSU26070;yqbL;0.03577;2.8898;7.4903e-05;0.002094;0.039946;0.00049444
BSU26080;yqbK;0.01793;5.6654;4.2524e-05;0.0023716;0.15623;0.00049444
BSU26090;yqbJ;0.01515;2.6393;0.00024229;0.015992;0.086135;0.00049444
BSU26100;yqbI;0.03937;2.0284;0.00010442;0.0026522;0.025475;0.00049444
BSU26110;yqbH;0.2527;11.1207;0.0004656;0.0018425;0.021759;0.00049444
BSU26120;yqbG;0.11442;2.337;0.0039078;0.034152;0.010099;0.00049444
BSU26130;yqbF;0.089057;30.622;0.0019638;0.022051;0.17001;0.00049444
BSU26140;yqbE;0.041155;5.057;0.00044729;0.010868;0.060755;0.00049444
BSU26150;yqbD;0.10559;1.9286;0.00097652;0.0092478;0.0090307;0.00049444
BSU26160;yqbC;0.33389;21.7496;0.0046138;0.013818;0.032208;0.00049444
BSU26170;yqbB;0.13979;2.7771;0.00083974;0.006007;0.0098224;0.00049444
BSU26180;yqbA;0.11905;150.9942;0.0011667;0.0098006;0.62713;0.00049444
BSU26190;yqaT;0.16304;19.6171;0.0015155;0.0092952;0.05949;0.00049444
BSU26200;yqaS;0.15081;15.3724;0.0032647;0.021647;0.050399;0.00049444
BSU26210;yqaR;0.77103;23.0553;0.019217;0.024924;0.014785;0.00049444
BSU26220;yqaQ;0.044974;0.41727;7.1218e-05;0.0015836;0.0045875;0.00049444
BSU26230;yqaP;8.8176;885.1916;0.037775;0.0042841;0.049637;0.00049444
BSU26240;yqaO;0.043765;5.317;0.00032724;0.0074772;0.06007;0.00049444
BSU26250;yqaN;0.040055;1.3751;6.8477e-05;0.0017096;0.016975;0.00049444
BSU26260;yqaM;0.017075;3.8135;4.8434e-05;0.0028365;0.11043;0.00049444
BSU26270;yqaL;0.015275;0.24396;0.00011762;0.0077003;0.007897;0.00049444
BSU26280;yqaK;0.047483;4.4519;8.5777e-05;0.0018065;0.046358;0.00049444
BSU26290;yqaJ;0.019126;1.2219;3.3058e-05;0.0017285;0.03159;0.00049444
BSU26300;yqaI;0.016166;0.36779;3.0491e-05;0.0018861;0.011249;0.00049444
BSU26310;yqaH;0.0055748;0.24408;1.0111e-05;0.0018137;0.021648;0.00049444
BSU26320;yqaG;0.012544;2.1852;2.1538e-05;0.0017171;0.086135;0.00049444
BSU26330;yqdA;0.0057557;0.35791;1.1806e-05;0.0020512;0.030746;0.00049444
BSU26340;yqaF;0.011645;0.87352;2.4637e-05;0.0021157;0.037091;0.00049444
BSU26350;yqaE;0.4435;16.1239;0.010551;0.023791;0.017976;0.00049444
BSU26360;yqaD;0.0054487;0.036455;9.7849e-06;0.0017958;0.0033081;0.00049444
BSU26370;yqaC;0.14609;4.5373;0.0002865;0.0019611;0.015357;0.00049444
BSU26380;yqaB;0.073266;0.5135;0.0047927;0.065415;0.0034654;0.00049444
BSU26390;spoIIIC;0.1675;12.157;0.0022222;0.013267;0.035886;0.00049444
BSU26400;yrkS;0.41148;9.3613;0.0028955;0.0070368;0.011249;0.00049444
